model,seed,epoch,train_loss,validation_loss
lstm,500,1,1.3575651222659695,1.1626102078345515
lstm,500,2,1.350512118749721,1.1256605579007057
lstm,500,3,1.3163297035360848,1.0544495121125252
lstm,500,4,1.2708831512799827,0.9544018160912299
lstm,500,5,1.213946811614498,0.8341551749936996
lstm,500,6,1.1620122566018054,0.7070565992786039
lstm,500,7,1.1601973720776138,0.6123300367786039
lstm,500,8,1.1656215037069013,0.5840191994943926
lstm,500,9,1.1724999758505052,0.6002598424111644
lstm,500,10,1.1619596801778322,0.6599920949628276
lstm,500,11,1.148212718707259,0.7429959081834362
lstm,500,12,1.1547799853868381,0.7707274652296497
lstm,500,13,1.1568912190775718,0.7570921374905494
lstm,500,14,1.1512499893865278,0.7045198871243384
lstm,500,15,1.1463325997834564,0.6494026184082031
lstm,500,16,1.1474895567022345,0.6292388669906124
lstm,500,17,1.1502645105443976,0.6355221656060988
lstm,500,18,1.14640849508265,0.6635389020366054
lstm,500,19,1.1433222601490636,0.6871245599562122
lstm,500,20,1.1408378488274031,0.7062721252441406
lstm,500,21,1.1429796090690039,0.7147547814153856
lstm,500,22,1.1444096603701193,0.7197899356965096
lstm,500,23,1.1441179180657992,0.7176065137309413
lstm,500,24,1.143799158834642,0.7158786404517389
lstm,500,25,1.1443652888779998,0.7151731675670993
lstm,500,26,1.1437567293003041,0.7151731675670993
lstm,500,27,1.1420417113970684,0.7074364077660346
lstm,500,28,1.1408822280104443,0.6926648539881552
lstm,500,29,1.1405830511482813,0.674513416905557
lstm,500,30,1.1420354253502303,0.6483064466907132
lstm,500,31,1.1424024387072491,0.6422442774618825
lstm,500,32,1.143603653036138,0.6406936645507812
lstm,500,33,1.1416268130784393,0.6703555814681514
lstm,500,34,1.1407221350618588,0.710694836032006
lstm,500,35,1.141592332111892,0.7277329967867944
lstm,500,36,1.1381805827540736,0.6913418923654864
lstm,500,37,1.1385664657879901,0.651292247156943
lstm,500,38,1.1365830577829832,0.6446919595041583
lstm,500,39,1.1346483602318713,0.672104004890688
lstm,500,40,1.1315510196070517,0.7065245105374244
