model,seed,epoch,train_loss,validation_loss
vit,700,1,1.236786324490783,0.5377674564238517
vit,700,2,1.1976112832305252,0.6875736713409424
vit,700,3,1.1488610083057034,0.7507348137517129
vit,700,4,1.1542122312771377,0.7821219736529935
vit,700,5,1.1152003772797123,0.590448098797952
vit,700,6,1.0418491068706717,0.4631572731079594
vit,700,7,0.956894915591004,0.4439964179069765
vit,700,8,0.959657569085398,0.439788592438544
vit,700,9,0.9049726231123811,0.4232837769293016
vit,700,10,0.8021663395307397,1.2116169775685957
vit,700,11,0.46425593508187163,0.5660678725088796
vit,700,12,0.2087066728741892,0.9318030803434311
vit,700,13,0.1401962624081681,0.634545954965776
vit,700,14,0.0929410197241332,0.6490191874965545
vit,700,15,0.07204673395201724,0.7542199242499567
vit,700,16,0.0644758012926867,0.6569578830272921
vit,700,17,0.02384120591425447,0.6748255385506537
vit,700,18,0.020405285691301667,0.6848067021177661
vit,700,19,0.01937290072761556,0.6881205319396911
vit,700,20,0.01896281610493378,0.6889039400604463
vit,700,21,0.018875976203269855,0.6889039400604463
vit,700,22,0.018084502568648707,0.7013350239684505
vit,700,23,0.015500806832826265,0.7262898231706312
vit,700,24,0.012111523634283453,0.7607481307800739
vit,700,25,0.008880777404673638,0.8007169597812237
vit,700,26,0.006283279010144773,0.842628248636761
vit,700,27,0.004496250852381671,0.8768575092957865
vit,700,28,0.003450988892025204,0.9054457482791716
vit,700,29,0.002803027907746934,0.9290423821057042
vit,700,30,0.002369622543444156,0.9483292911562228
vit,700,31,0.0020654330490737834,0.9640931439015173
vit,700,32,0.0018469222429488856,0.9768671900514634
vit,700,33,0.0016877819841567387,0.9870550335655289
