model,seed,epoch,train_loss,validation_loss
vit,1000,1,1.2517281193887033,0.502504164172757
vit,1000,2,1.1630864066462363,0.6867951808437225
vit,1000,3,1.15096959119202,0.778105951124622
vit,1000,4,1.1503511090432443,0.7364050111462993
vit,1000,5,1.134739936039012,0.8653777414752591
vit,1000,6,1.1328978012966853,0.8378306435000512
vit,1000,7,1.031405100258448,0.920284878823065
vit,1000,8,0.846142650932394,0.740031034715714
vit,1000,9,0.5463195906210971,0.5231946822135679
vit,1000,10,0.5808678176454318,0.598663576187626
vit,1000,11,0.3490063844509022,0.7727242092932424
vit,1000,12,0.26034244951061025,1.2319282408683532
vit,1000,13,0.3626816467412056,0.591599372125441
vit,1000,14,0.04855933293740275,0.7071193033649076
vit,1000,15,0.026945952776699297,0.703910848786754
vit,1000,16,0.016985630746730554,0.7184418555228941
vit,1000,17,0.01420809281989932,0.7247316760401572
vit,1000,18,0.012853918506974173,0.7304054037217171
vit,1000,19,0.012235978938719277,0.73318572198191
vit,1000,20,0.012000608428191114,0.7338671530446699
vit,1000,21,0.011953258947018654,0.7338671530446699
vit,1000,22,0.01149883552364284,0.7457031319218297
vit,1000,23,0.009971546569979318,0.7703723138378512
vit,1000,24,0.007951336492213511,0.803205797749181
vit,1000,25,0.0060396849588360835,0.839966808595965
vit,1000,26,0.0045053265858641875,0.8784211104915988
vit,1000,27,0.0034415590544281307,0.9098912400584067
vit,1000,28,0.002771128354574083,0.9361532426649525
vit,1000,29,0.0023198660315384948,0.9581923446347637
vit,1000,30,0.0020024633199046617,0.9766053115167925
vit,1000,31,0.0017726034500576075,0.9918757523259809
vit,1000,32,0.00160335100591383,1.0043775650762743
vit,1000,33,0.001477845737295005,1.0144226627965127
