model,seed,epoch,train_loss,validation_loss
lstm,900,1,1.283197424745047,0.4926946701542024
lstm,900,2,1.2784115281156314,0.5016881265947896
lstm,900,3,1.2531523922438264,0.5221545926986202
lstm,900,4,1.2130633425968949,0.5595230594758065
lstm,900,5,1.1844733261292981,0.6162783099759009
lstm,900,6,1.1457338871494416,0.6710026648736769
lstm,900,7,1.1452797318017611,0.7268023337087324
lstm,900,8,1.1476254642650645,0.7500743865966797
lstm,900,9,1.1528668865080802,0.7410925588300151
lstm,900,10,1.1477777509279148,0.7166948626118321
lstm,900,11,1.1452673122447024,0.6682820473947833
lstm,900,12,1.143759581350511,0.642989497030935
lstm,900,13,1.146378755569458,0.6326953518775201
lstm,900,14,1.1479659503506077,0.6324059271043346
lstm,900,15,1.143291337515718,0.6549485729586694
lstm,900,16,1.1412066951874764,0.6844702689878402
lstm,900,17,1.1375505398678523,0.7095703001945249
lstm,900,18,1.139285982296031,0.7335924948415449
lstm,900,19,1.1437258681943339,0.7460119185909149
lstm,900,20,1.142785382527177,0.7358392284762475
lstm,900,21,1.141053153622535,0.7175931622905116
lstm,900,22,1.1379476542113929,0.7066271381993448
lstm,900,23,1.1368644506700578,0.7003083998157132
lstm,900,24,1.1369853545260686,0.6963993195564516
lstm,900,25,1.1363278127485705,0.695619398547757
lstm,900,26,1.1370535422396917,0.695619398547757
lstm,900,27,1.136337487928329,0.6928440217048891
lstm,900,28,1.1364571843096005,0.6876259465371409
lstm,900,29,1.1355731051455262,0.6799307792417465
lstm,900,30,1.1376986862510763,0.6568489074707031
lstm,900,31,1.1369454847869052,0.6454375482374622
lstm,900,32,1.1370552355243313,0.6493549962197581
lstm,900,33,1.1338210182805215,0.6867904663085938
lstm,900,34,1.1337030741476244,0.7366420376685358
lstm,900,35,1.1374009898913804,0.7296356693390877
lstm,900,36,1.13274872174827,0.6785179261238344
lstm,900,37,1.128904684897392,0.6500581310641381
lstm,900,38,1.1297878449962986,0.6444887961110761
lstm,900,39,1.1256396283385575,0.6689216244605279
lstm,900,40,1.1209194673004972,0.6942549674741684
lstm,900,41,1.1255972282860869,0.7274312050111832
lstm,900,42,1.124310892115357,0.704179210047568
lstm,900,43,1.1224881346507738,0.6642758154099987
lstm,900,44,1.1206503786066526,0.6479775213426159
lstm,900,45,1.1206037690562587,0.6385956425820628
lstm,900,46,1.120731431950805,0.6389552085630356
lstm,900,47,1.1201650442615632,0.6391944885253906
lstm,900,48,1.1194835689760023,0.6396125055128529
lstm,900,49,1.1203225120421378,0.6399929908014113
lstm,900,50,1.1209886766249133,0.6404071930916079
lstm,900,51,1.1202268728645899,0.6404071930916079
lstm,900,52,1.1196742711528656,0.6455137806553994
lstm,900,53,1.1195626297304708,0.6574519988029234
lstm,900,54,1.120491974456336,0.6819639513569493
lstm,900,55,1.1180501035464707,0.7076795639530304
lstm,900,56,1.1179243274914321,0.707839104437059
lstm,900,57,1.1162743376147362,0.6847477574502269
lstm,900,58,1.1162320208805863,0.6534848367014239
lstm,900,59,1.1124679478265906,0.6688877228767641
lstm,900,60,1.1127935250600178,0.705811039094002
lstm,900,61,1.1116842275024743,0.7127498503654234
lstm,900,62,1.1112649248492332,0.7141487982965284
lstm,900,63,1.1073997943632063,0.7037511025705645
lstm,900,64,1.102915419045315,0.7028857815650201
lstm,900,65,1.100489713812387,0.6837283103696762
lstm,900,66,1.0978655802306307,0.6925885600428427
lstm,900,67,1.0958347871739378,0.6876773218954763
lstm,900,68,1.0921239410677264,0.6599850808420489
lstm,900,69,1.0929696636815225,0.6412563939248362
lstm,900,70,1.0896056736669233,0.652099363265499
lstm,900,71,1.0882284141355945,0.6607766920520414
lstm,900,72,1.086870761327846,0.6672645691902407
lstm,900,73,1.086960704095902,0.6708414631505166
lstm,900,74,1.0863648845303444,0.6725257135206654
lstm,900,75,1.0856358838337723,0.6725348195722026
lstm,900,76,1.086746197874828,0.6725348195722026
lstm,900,77,1.0868058576378772,0.6748626462874874
lstm,900,78,1.0876619213370866,0.6768275845435358
