model,seed,epoch,train_loss,validation_loss
vit,500,1,1.437796869585591,1.2612073036932177
vit,500,2,1.2599192351423285,0.8357169012869557
vit,500,3,1.1627591207463255,0.8496339244227256
vit,500,4,1.1277675859389766,0.7735205235019806
vit,500,5,1.0977926190181444,0.6974279611341415
vit,500,6,0.9975955518343116,0.6251429204017885
vit,500,7,0.8262462479773388,0.6658594608306885
vit,500,8,0.5776521819894032,0.7040029533447758
vit,500,9,0.45851116347056564,0.719206287014869
vit,500,10,0.4852947171336861,1.2155908538449196
vit,500,11,0.22702903981490802,0.7969076479634931
vit,500,12,0.0669788369328104,1.3186563522584978
vit,500,13,0.05530689953155415,1.2612333605366368
vit,500,14,0.09066843219922595,1.4057977737918976
vit,500,15,0.15010732671706586,0.9444380037246212
vit,500,16,0.0842764991165329,0.8217518387302276
vit,500,17,0.029678458688400126,0.8579841429187406
vit,500,18,0.011283102715688368,0.8575706597297422
vit,500,19,0.00983776577738344,0.8555890052549301
vit,500,20,0.00938703596431722,0.8554222968316847
vit,500,21,0.009307704956060456,0.8554222968316847
vit,500,22,0.008359752815737519,0.8573551293342344
vit,500,23,0.0065918011911293515,0.8730001987949494
vit,500,24,0.00502784891674916,0.8970029700186944
vit,500,25,0.0037717482786104885,0.9224056043932515
vit,500,26,0.0028504039190949933,0.9470829002318844
vit,500,27,0.0022407684785624347,0.9669423603242443
vit,500,28,0.0018605391059311168,0.9833581370692099
vit,500,29,0.001604666670544013,0.9970833216944048
vit,500,30,0.001422787570865244,1.0085631301326137
vit,500,31,0.001289582648564891,1.0181216309147496
vit,500,32,0.001190002878717277,1.0259635679183468
vit,500,33,0.0011150357338489704,1.0322897165052352
vit,500,34,0.0010587908327579498,1.0372624512641662
vit,500,35,0.0010173075910036762,1.0410165133014802
vit,500,36,0.000987653312603793,1.0436951498831473
