model,seed,epoch,train_loss,validation_loss
vit,900,1,1.1838037801045243,0.8226975856288787
vit,900,2,1.1873704618023289,0.7359908319288685
vit,900,3,1.1594143343228165,0.6537200558570123
vit,900,4,1.1365213403778691,0.4993483751050888
vit,900,5,1.080661996718376,0.5259561077240975
vit,900,6,1.0644631693440099,0.46635228587735084
vit,900,7,0.7245665237467777,0.46420127922488796
vit,900,8,0.6774783019096621,0.5160775492268224
vit,900,9,0.7392301726084883,0.4784822569739434
vit,900,10,0.8345129951353996,0.44548631483508694
vit,900,11,0.23783583987143733,0.5862710091375536
vit,900,12,0.06810098894501246,0.657744042335018
vit,900,13,0.032810976508484094,0.7184111591308348
vit,900,14,0.027366416388621893,0.8308363306906915
vit,900,15,0.026895966200578596,0.7992498720845869
vit,900,16,0.015438939655019392,0.815586305433704
vit,900,17,0.008302656513067984,0.8375384692222841
vit,900,18,0.007559141044014244,0.8441514776599023
vit,900,19,0.007271812908271308,0.8468371052895823
vit,900,20,0.007167092784838651,0.8474415079239876
vit,900,21,0.00714774826361287,0.8474415079239876
vit,900,22,0.0068681905526788,0.8581490439753379
vit,900,23,0.006087930502510199,0.8789309840048513
vit,900,24,0.005073467539923806,0.9070813232852567
vit,900,25,0.004065495465070971,0.9391984689620233
vit,900,26,0.0031919062978798345,0.9730017800484935
vit,900,27,0.002536804510420689,1.0012969893793906
vit,900,28,0.0020951431905550343,1.0250895907801967
vit,900,29,0.0017848781620462735,1.0451138788653958
vit,900,30,0.0015603316026509449,1.0619254112243652
vit,900,31,0.001394591850018309,1.0759239658232658
vit,900,32,0.0012709125475857848,1.0874233707304923
