model,seed,cohort,n,n_positive,positive_rate,threshold,roc_auc,pr_auc,brier,log_loss,accuracy,precision,recall,f1,f2,mcc,regression_mae_days
lstm,52,validation_all,24926,2087,0.08372783660888672,0.25328267772089347,0.622332662463624,0.12123952288597842,0.2260439097881317,0.6261469721794128,0.4147075343015325,0.10421679118652653,0.7886919022520364,0.18410603433812425,0.34089967691160633,0.09728273817884762,24.96297836303711
lstm,52,test_all,17838,1875,0.10511267930269241,0.25328267772089347,0.5374628495061496,0.11270041162870426,0.2590411603450775,0.713410496711731,0.36646485031954257,0.11432078559738135,0.7450666666666667,0.19822632139056404,0.35420892494929007,0.04427955583981832,27.305980682373047
lstm,52,test_seen,11169,1131,0.1012624204158783,0.25328267772089347,0.5581379176459252,0.11152436872596745,0.2451971024274826,0.682115912437439,0.39538006983615365,0.11429747530186608,0.7365163572060124,0.19788573464782042,0.35260751777853033,0.059211292183221055,27.081233978271484
lstm,52,test_new,6669,744,0.11156095564365387,0.25328267772089347,0.49833095140873823,0.11722021879838602,0.28222668170928955,0.7658214569091797,0.3180386864597391,0.11435523114355231,0.7580645161290323,0.19873150105708245,0.3566009104704097,0.014955854357445973,27.64763641357422
lstm,52,test_bullpen,10947,1042,0.09518589824438095,0.25328267772089347,0.5370027255084531,0.09977316200047737,0.23432092368602753,0.6559168696403503,0.3949940623001736,0.10868040947973637,0.7437619961612284,0.18964884375382357,0.3429507036020887,0.06285825141285721,27.290300369262695
lstm,52,test_starter,6891,833,0.1208823099732399,0.25328267772089347,0.5253675256831025,0.12540473110552408,0.2983115315437317,0.8047444820404053,0.3211435205340299,0.12222440558066418,0.7466986794717887,0.21006416751097604,0.36931480821755136,0.006918585448019443,27.325597763061523
