model,seed,cohort,n,n_positive,positive_rate,threshold,roc_auc,pr_auc,brier,log_loss,accuracy,precision,recall,f1,f2,mcc,regression_mae_days
resnet,42,validation_all,24926,2087,0.08372783660888672,0.07018948385887074,0.6102363216543428,0.12180990061584505,0.07579708099365234,0.28174906969070435,0.4370135601380085,0.1032283778397768,0.7446094873023479,0.1813196429613208,0.332022904025297,0.08694065765453829,23.681608200073242
resnet,42,test_all,17838,1875,0.10511267930269241,0.07018948385887074,0.5751050972039508,0.13190333041851637,0.09369543939828873,0.3349687457084656,0.3581679560488844,0.11917263325377885,0.7989333333333334,0.2074074074074074,0.3731938216243149,0.07081363280477962,25.8358154296875
resnet,42,test_seen,11169,1131,0.1012624204158783,0.07018948385887074,0.6070586501620985,0.14475011175356986,0.08998004347085953,0.32308340072631836,0.38391977795684484,0.11980957418672308,0.8010610079575596,0.2084435752904636,0.37481383418831704,0.08901882868137061,25.49158477783203
resnet,42,test_new,6669,744,0.11156095564365387,0.07018948385887074,0.5174210562134205,0.1123786924864017,0.09991783648729324,0.3548738658428192,0.3150397360923677,0.1182108626198083,0.7956989247311828,0.20584144645340752,0.37074148296593185,0.036676941741542485,26.359102249145508
resnet,42,test_bullpen,10947,1042,0.09518589824438095,0.07018948385887074,0.5788963483224995,0.11808131269759681,0.0856582522392273,0.31155458092689514,0.3716086599068238,0.1100868403473614,0.7907869481765835,0.19326844142136743,0.35355702394233246,0.07465866008486717,25.931819915771484
resnet,42,test_starter,6891,833,0.1208823099732399,0.07018948385887074,0.5665165703125092,0.15260039014862792,0.10646326839923859,0.3721643388271332,0.3368161369902772,0.13254670599803342,0.8091236494597839,0.22777965528894897,0.40038018296305095,0.06004045377425302,25.715721130371094
