model,seed,cohort,n,n_positive,positive_rate,threshold,roc_auc,pr_auc,brier,log_loss,accuracy,precision,recall,f1,f2,mcc
gbm,52,validation_all,24926,2087,0.0837278343897938,0.08465100995654,0.6303070998038329,0.124492237713807,0.0755437629028599,0.2793536238090472,0.5692850838481907,0.1149496928145312,0.6185912793483469,0.1938729538969815,0.3296899739516829,0.1020797903227826
gbm,52,test_all,17838,1875,0.1051126807938109,0.08465100995654,0.5764169642297814,0.1339256146593551,0.0937471740943455,0.3350046745788345,0.4942258100683933,0.1261638246678522,0.6432,0.2109497988455483,0.3534791019403248,0.0737532658031179
gbm,52,test_seen,11169,1131,0.1012624227773301,0.08465100995654,0.6064304889871186,0.1445865657981267,0.089993278875408,0.3225463896037087,0.5214432805085505,0.1291798662442801,0.6489832007073386,0.2154704241890503,0.3595923966294336,0.0941712147879026
gbm,52,test_new,6669,744,0.1115609536662168,0.08465100995654,0.5214200807585863,0.1165621149288051,0.1000340620386119,0.3558693596721289,0.4486429749587644,0.1217436161980913,0.6344086021505376,0.2042847868426747,0.3443747263971983,0.0381137443587628
gbm,52,test_bullpen,10947,1042,0.0951858956791815,0.08465100995654,0.57908852912651,0.124778651992966,0.0857281896278605,0.3122487644349547,0.5080844066867635,0.1177609575778912,0.6420345489443378,0.1990182954038376,0.3396283886689004,0.0798978210826533
gbm,52,test_starter,6891,833,0.1208823102597591,0.08465100995654,0.5684266773728309,0.147717190318432,0.10648608324463,0.3711545727569005,0.4722101291539689,0.1384734399174832,0.6446578631452581,0.2279770749310125,0.3723994452149792,0.0612199796488791
