model,seed,cohort,n,n_positive,positive_rate,threshold,roc_auc,pr_auc,brier,log_loss,accuracy,precision,recall,f1,f2,mcc
gbm,62,validation_all,24926,2087,0.0837278343897938,0.0869508848062034,0.6320129534058675,0.122178288812288,0.0755215632541303,0.2790433226053083,0.5915108721816577,0.1186280976161311,0.603258265452803,0.198267716535433,0.3319972575286113,0.1085013827491638
gbm,62,test_all,17838,1875,0.1051126807938109,0.0869508848062034,0.5851034183215352,0.1399545300489948,0.0935347653205797,0.3338454753552906,0.5163134880591994,0.12940401712216,0.6288,0.2146368104860732,0.3548853169586418,0.0809263977431463
gbm,62,test_seen,11169,1131,0.1012624227773301,0.0869508848062034,0.6154887730778655,0.1538896251106707,0.0897563072629714,0.3213020623084726,0.5551078879040201,0.1351711026615969,0.6286472148541115,0.2225003911750899,0.3633483237939493,0.1060488961264325
gbm,62,test_new,6669,744,0.1115609536662168,0.0869508848062034,0.5269532915929405,0.1189347206497718,0.0998627902186795,0.3548527298641989,0.4513420302893987,0.1215268761360685,0.6290322580645161,0.2036996735582154,0.3427567013329427,0.0370052925111289
gbm,62,test_bullpen,10947,1042,0.0951858956791815,0.0869508848062034,0.586029371156505,0.1314062732198293,0.0855747124748901,0.311541440858033,0.5286379830090435,0.1202508299520472,0.6257197696737045,0.2017326732673267,0.3399374348279457,0.0846085406361266
gbm,62,test_starter,6891,833,0.1208823102597591,0.0869508848062034,0.5801705958051758,0.1538015893217438,0.1061800560623826,0.3692775266746171,0.4967348715716151,0.1428571428571428,0.6326530612244898,0.2330827067669172,0.3753026634382566,0.0723543012701241
