model,seed,cohort,n,n_positive,positive_rate,threshold,roc_auc,pr_auc,brier,log_loss,accuracy,precision,recall,f1,f2,mcc,regression_mae_days
resnet,62,validation_all,24926,2087,0.08372783660888672,0.05778406827588274,0.6190236092135795,0.12162458679556135,0.07569693773984909,0.28097087144851685,0.3283318623124448,0.09873500903564975,0.8639195016770483,0.17721643404757223,0.3387951444999812,0.08968379182621214,23.895231246948242
resnet,62,test_all,17838,1875,0.10511267930269241,0.05778406827588274,0.574432608741047,0.1363369649140212,0.09370806813240051,0.3353481888771057,0.2848413499271219,0.11345552713839159,0.8517333333333333,0.20023822957808288,0.37008713385242864,0.05261780718790123,25.784076690673828
resnet,62,test_seen,11169,1131,0.1012624204158783,0.05778406827588274,0.6019636874131175,0.1495861362782418,0.09004037827253342,0.3237077295780182,0.3250962485450801,0.1131505856780582,0.8284703801945181,0.1991075223119422,0.36587270597422883,0.06672935671300464,25.06597328186035
resnet,62,test_new,6669,744,0.11156095564365387,0.05778406827588274,0.5189274533823329,0.11797779657725688,0.0998506247997284,0.3548431992530823,0.21742390163442796,0.11389128559102675,0.8870967741935484,0.2018657287046949,0.3762398814274313,0.019059822904427492,26.875690460205078
resnet,62,test_bullpen,10947,1042,0.09518589824438095,0.05778406827588274,0.5575013007447914,0.11786802054816575,0.08609472960233688,0.31534451246261597,0.3214579336804604,0.10266301642608262,0.791746641074856,0.1817580964970258,0.3380039331366765,0.04233185248351679,25.57091522216797
resnet,62,test_starter,6891,833,0.1208823099732399,0.05778406827588274,0.5819419877558154,0.15831454931333244,0.10580259561538696,0.367125928401947,0.22667247133942825,0.12781456953642384,0.9267707082833133,0.22464717008584315,0.4118651301749893,0.056653089900090804,26.050718307495117
